RouteID,PaymentPlan,StartHub,StartLatitude,StartLongitude,StartDate,StartTime,EndHub,EndLatitude,EndLongitude,EndDate,EndTime,TripType,BikeID,BikeName,Distance_Miles,Duration,RentalAccessPath,MultipleRental
10165063,Subscriber,NW Glisan at 21st,45.52634601,-122.6941484,11/2/2018,11:08,,45.5363783,-122.6897334,11/2/2018,11:17,,5991,0509 BIKETOWN,0.94,0:08:22,mobile,FALSE
10165067,Casual,NW 18th at Flanders,45.52556242,-122.6892561,11/2/2018,11:09,SW Park at Portland Art Museum,45.51592353,-122.6833123,11/2/2018,11:20,,19235,0091 BIKETOWN,0.99,0:10:54,keypad,FALSE
10165090,Subscriber,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,11/2/2018,11:11,SW 5th at Main,45.51609691,-122.6790771,11/2/2018,11:28,,6080,0096 BIKETOWN,0.65,0:17:06,mobile,FALSE
10165104,Casual,NW Broadway at Everett,45.52507854,-122.6775563,11/2/2018,11:12,SW 5th at Oak,45.5211726,-122.6763654,11/2/2018,13:17,,6653,0651 BIKETOWN,3.85,2:04:16,keypad,FALSE
10165130,Casual,N Morris at Williams,45.54471503,-122.6667845,11/2/2018,11:14,,45.5241715,-122.6502016,11/2/2018,11:33,,6616,0721 BIKETOWN,2.08,0:18:47,keypad,FALSE
10165159,Subscriber,NW Station at Irving,45.5282777,-122.6766282,11/2/2018,11:16,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,11/2/2018,11:30,,6329,0808 BIKETOWN,1.26,0:14:00,keypad,FALSE
10165182,Casual,,45.5200851,-122.6607401,11/2/2018,11:18,SE 34th at Hawthorne,45.511907,-122.6294804,11/2/2018,11:33,,7339,1001 AIR SAFARI,2.06,0:14:29,keypad_rfid_card,FALSE
10165225,Subscriber,SW Park at Portland Art Museum,45.51592353,-122.6833123,11/2/2018,11:20,,45.518278,-122.6813236,11/2/2018,11:29,,7331,1015 AIR SAFARI,0.37,0:08:44,keypad_rfid_card,FALSE
10165241,Casual,NW 11th at The Fields,45.53232501,-122.6824299,11/2/2018,11:22,NW Station at Irving,45.5282777,-122.6766282,11/2/2018,11:25,,7307,0979 AIR TRAINER ,0.44,0:03:51,mobile,FALSE
10165283,Subscriber,N Concord at Killingsworth - Community Corral,45.56244707,-122.6848358,11/2/2018,11:25,,45.519382,-122.6637877,11/2/2018,11:57,,7159,0412 BIKETOWN,4.11,0:32:26,mobile,FALSE
10165282,Casual,,45.5164548,-122.6282071,11/2/2018,11:25,SE Gideon at 12th Ave MAX station,45.50280906,-122.6535398,11/2/2018,11:38,,6029,0453 BIKETOWN,2.15,0:13:15,keypad_rfid_card,FALSE
10165302,Subscriber,,45.5243344,-122.6372506,11/2/2018,11:27,,45.5198656,-122.6758501,11/2/2018,11:42,,6203,0611 BIKETOWN,2.28,0:15:32,keypad,FALSE
10165301,Casual,N Williams at Fremont,45.5475928,-122.6667604,11/2/2018,11:27,NW Broadway at Everett,45.52507854,-122.6775563,11/2/2018,11:39,,7135,0303 BIKETOWN,1.84,0:12:12,mobile,FALSE
10165308,Subscriber,N Killingsworth at Albina,45.56282546,-122.6747467,11/2/2018,11:27,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,11/2/2018,11:50,,6807,0510 BIKETOWN,4.21,0:22:50,keypad,FALSE
10165313,Casual,,45.5193187,-122.6393109,11/2/2018,11:28,,45.5129458,-122.6638284,11/2/2018,11:49,,6463,0731 BIKETOWN,1.64,0:20:53,keypad_rfid_card,FALSE
10165317,Subscriber,NW Naito at Ironside,45.52871176,-122.674166,11/2/2018,11:28,NW 13th at Marshall,45.53080401,-122.6844227,11/2/2018,11:35,,6642,0562 BIKETOWN,0.74,0:06:14,keypad_rfid_card,FALSE
10165336,Casual,,45.534316,-122.6448424,11/2/2018,11:30,,45.5420483,-122.6359437,11/2/2018,11:53,,6871,0851 BIKETOWN,1.94,0:23:03,mobile,FALSE
10165349,Casual,,45.5230674,-122.6764857,11/2/2018,11:30,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,11:41,,6521,0829 BIKETOWN,0.81,0:10:56,keypad,FALSE
10165356,Casual,SW 5th at Main,45.51609691,-122.6790771,11/2/2018,11:31,SW 2nd at Pine,45.52142066,-122.6726291,11/2/2018,11:38,,6080,0096 BIKETOWN,0.61,0:06:41,keypad_rfid_card,FALSE
10165370,Subscriber,,45.5230283,-122.6784644,11/2/2018,11:33,SW 5th at Oak,45.5211726,-122.6763654,11/2/2018,11:41,,6302,0395 BIKETOWN,0.39,0:08:03,keypad_rfid_card,FALSE
10165398,Casual,SW 4th at College,45.50936198,-122.6812121,11/2/2018,11:36,SW Moody at Thomas,45.49429475,-122.6719048,11/2/2018,11:47,,6829,0698 BIKETOWN,1.33,0:11:01,keypad,FALSE
10165458,Subscriber,,45.512695,-122.6832433,11/2/2018,11:40,,45.5193417,-122.6824792,11/2/2018,11:48,,6626,0547 BIKETOWN,0.54,0:07:18,mobile,FALSE
10165461,Casual,NE Going at Grand,45.55645437,-122.6603794,11/2/2018,11:41,,45.5404175,-122.6616236,11/2/2018,11:56,,6092,0577 AIX BIKETOWN ,1.38,0:15:56,keypad,TRUE
10165463,Casual,NE Going at Grand,45.55645437,-122.6603794,11/2/2018,11:41,,45.5404175,-122.6616236,11/2/2018,11:56,,6354,0374 BIKETOWN,1.3,0:15:49,keypad,TRUE
10165481,Subscriber,N Mason at Williams,45.55335313,-122.6669146,11/2/2018,11:41,N Prescott at Interstate,45.55522233,-122.6818612,11/2/2018,11:47,,6672,0629 BIKETOWN,0.82,0:06:03,keypad,FALSE
10165493,Casual,,45.5264728,-122.685306,11/2/2018,11:42,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,11:52,,6558,0906 BIKETOWN,1.05,0:09:36,mobile,FALSE
10165494,Casual,,45.5153268,-122.6618265,11/2/2018,11:42,SE Water at Taylor,45.51515295,-122.665776,11/2/2018,12:33,,6176,0587 BIKETOWN,2.78,0:50:29,keypad_rfid_card,FALSE
10165512,Subscriber,,45.5169682,-122.6906847,11/2/2018,11:44,,45.5113551,-122.6839679,11/2/2018,11:51,,6602,0607 XC BIKETOWN,0.66,0:06:54,keypad_rfid_card,FALSE
10165518,Subscriber,NW 2nd at Everett,45.52536699,-122.6725459,11/2/2018,11:45,NW Couch at 2nd,45.52389222,-122.6721825,11/2/2018,12:04,,6840,0080 BIKETOWN,3.53,0:18:36,keypad,FALSE
10165522,Casual,SW 5th at Oak,45.5211726,-122.6763654,11/2/2018,11:46,SW Park at W Burnside - Community Corral,45.52276526,-122.6789939,11/2/2018,12:07,,7294,0997 BETRUE 2018 TRAINER,0.86,0:21:12,mobile,FALSE
10165546,Casual,,45.5315321,-122.6814345,11/2/2018,11:48,NW Couch at 11th,45.52374151,-122.6818129,11/2/2018,11:53,,6521,0829 BIKETOWN,0.61,0:05:21,keypad,FALSE
10165551,Subscriber,,45.5627017,-122.6381533,11/2/2018,11:48,NW 2nd at Everett,45.52536699,-122.6725459,11/2/2018,12:33,,6887,0450 BIKETOWN,4.19,0:45:11,keypad_rfid_card,FALSE
10165554,Casual,SE 2nd Pl at Tilikum Way,45.50624163,-122.6633379,11/2/2018,11:48,,45.4964312,-122.6708804,11/2/2018,11:57,,7322,"0992 DESIGN BIKE, N PAUL BUNYAN",1.07,0:08:58,keypad_rfid_card,FALSE
10165563,Subscriber,NW 13th at Marshall,45.53080401,-122.6844227,11/2/2018,11:49,NW Naito at Ironside,45.52871176,-122.674166,11/2/2018,11:55,,6642,0562 BIKETOWN,0.77,0:06:06,keypad_rfid_card,FALSE
10165580,Casual,NW 18th at Flanders,45.52556242,-122.6892561,11/2/2018,11:50,,45.5383863,-122.6969135,11/2/2018,11:59,,7207,0573 BIKETOWN,1.25,0:09:29,keypad,FALSE
10165594,Subscriber,NW 20th at Burnside,45.52331306,-122.6932633,11/2/2018,11:50,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,12:00,,6495,0702 BIKETOWN,0.98,0:09:35,keypad,FALSE
10165622,Subscriber,,45.5196428,-122.6892406,11/2/2018,11:52,,45.5299813,-122.6884808,11/2/2018,11:55,,7133,0307 BIKETOWN,1.08,0:02:32,keypad,FALSE
10165626,Subscriber,,45.5058031,-122.6547489,11/2/2018,11:53,SE Alder at 6th,45.5178988,-122.6600522,11/2/2018,12:03,,6432,0660 BIKETOWN,1.06,0:10:36,keypad,FALSE
10165623,Subscriber,,45.5193417,-122.6824792,11/2/2018,11:53,,45.5184237,-122.681868,11/2/2018,11:56,,6626,0547 BIKETOWN,0.1,0:03:05,mobile,FALSE
10165653,Subscriber,,45.5105362,-122.6808937,11/2/2018,11:53,SW 2nd at Pine,45.52142066,-122.6726291,11/2/2018,12:02,,6537,0860 BIKETOWN,1.12,0:08:45,keypad,FALSE
10165668,Casual,NW Flanders at 14th,45.52579919,-122.6855063,11/2/2018,11:55,NW Pettygrove at 15th,45.53290424,-122.68626,11/2/2018,11:59,,6777,0266 BIKETOWN,0.54,0:04:05,mobile,FALSE
10165662,Subscriber,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,11/2/2018,11:55,Tilikum West at SW Moody,45.5027677,-122.6714408,11/2/2018,11:57,,7173,0730 BIKETOWN,0.19,0:02:39,keypad,FALSE
10165709,Casual,,45.5319114,-122.7074427,11/2/2018,11:57,NW 22nd at Lovejoy,45.52976024,-122.6966429,11/2/2018,12:03,,6043,0639 BIKETOWN,0.7,0:05:39,mobile,FALSE
10165710,Casual,,45.5627439,-122.658702,11/2/2018,11:58,NE 10th at Halsey -- Community Corral,45.534006,-122.655568,11/2/2018,12:15,,6404,0799 BIKETOWN,2.3,0:17:08,keypad,FALSE
10165715,Subscriber,Tilikum West at SW Moody,45.5027677,-122.6714408,11/2/2018,11:58,Tilikum West at SW Moody,45.5027677,-122.6714408,11/2/2018,12:00,,7173,0730 BIKETOWN,0.07,0:01:58,keypad,FALSE
10165723,Casual,,45.5079558,-122.6587523,11/2/2018,11:59,NW Broadway at Everett,45.52507854,-122.6775563,11/2/2018,12:18,,6794,0465 BIKETOWN,2.25,0:19:28,keypad,FALSE
10165739,Subscriber,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,12:00,,45.5177479,-122.6822147,11/2/2018,12:10,,6495,0702 BIKETOWN,0.99,0:09:25,keypad,FALSE
10165760,Casual,N Prescott at Interstate,45.55522233,-122.6818612,11/2/2018,12:03,NE Alberta at 22nd - Community Corral,45.55905507,-122.6427104,11/2/2018,12:32,,6659,0154  BIKETOWN,2.31,0:28:43,keypad,TRUE
10165805,Subscriber,,45.4979461,-122.6396324,11/2/2018,12:07,SW Park at W Burnside - Community Corral,45.52276526,-122.6789939,11/2/2018,12:24,,6612,0794 BIKETOWN,3.25,0:16:29,keypad_rfid_card,FALSE
10165829,Casual,,45.5399595,-122.661627,11/2/2018,12:09,,45.5229324,-122.6592004,11/2/2018,12:27,,6092,0577 AIX BIKETOWN ,1.86,0:18:56,keypad,TRUE
10165831,Casual,,45.5404175,-122.6616236,11/2/2018,12:09,,45.5229324,-122.6592004,11/2/2018,12:28,,6354,0374 BIKETOWN,1.78,0:18:48,keypad,TRUE
10165836,Casual,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/2/2018,12:09,,45.4981732,-122.6540485,11/2/2018,12:36,,6202,0891 BIKETOWN,2.66,0:27:17,mobile,FALSE
10165855,Subscriber,,45.5151101,-122.6658442,11/2/2018,12:09,NW Broadway at Everett,45.52507854,-122.6775563,11/2/2018,12:23,,6644,0071 BIKETOWN,1.9,0:13:08,keypad_rfid_card,FALSE
10165845,Casual,,45.5128022,-122.6751137,11/2/2018,12:10,SW Salmon at Waterfront Park,45.51556831,-122.6738924,11/2/2018,12:49,,6873,0134 BIKETOWN,5.53,0:39:36,mobile,FALSE
10165853,Subscriber,,45.5360712,-122.6852715,11/2/2018,12:10,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,12:47,,7409,0209 BIKETOWN,0.55,0:36:53,mobile,FALSE
10165858,Subscriber,,45.512023,-122.6836064,11/2/2018,12:10,,45.5178549,-122.6769385,11/2/2018,12:18,,6474,0608 BIKETOWN,0.62,0:07:35,keypad,FALSE
10165863,Casual,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/2/2018,12:11,,45.4981732,-122.6540485,11/2/2018,12:37,,7175,0333 BIKETOWN,2.76,0:25:49,keypad,FALSE
10165881,Casual,,45.5229375,-122.6607213,11/2/2018,12:12,,45.5229375,-122.6607213,11/2/2018,12:15,,6116,0364 BIKETOWN,0.02,0:02:24,keypad,FALSE
10165909,Casual,N Mississippi at N Skidmore,45.55458563,-122.6755413,11/2/2018,12:14,NE Alberta at 22nd - Community Corral,45.55905507,-122.6427104,11/2/2018,12:31,,6889,0063 BIKETOWN,1.89,0:17:12,keypad,TRUE
10165925,Subscriber,,45.534357,-122.6586002,11/2/2018,12:16,,45.5285611,-122.6669328,11/2/2018,12:37,,7355,"1006 DESIGN BIKE, NE CYCLING LIFE",0.88,0:21:31,keypad,FALSE
10165930,Casual,,45.5229375,-122.6607213,11/2/2018,12:16,,45.5229274,-122.657678,11/2/2018,12:18,,6116,0364 BIKETOWN,0.17,0:02:23,keypad,FALSE
10165948,Casual,NW 20th at Burnside,45.52331306,-122.6932633,11/2/2018,12:17,NE 50th at Fremont - Community Corral,45.548276,-122.611164,11/2/2018,13:10,,7112,0388 BIKETOWN,7.81,0:52:45,keypad_rfid_card,FALSE
10165956,Subscriber,,45.52434,-122.6536107,11/2/2018,12:18,,45.5257661,-122.6536009,11/2/2018,12:31,,6661,0768 BIKETOWN,0.74,0:12:31,keypad,FALSE
10165961,Subscriber,,45.5038587,-122.6547448,11/2/2018,12:18,,45.5007886,-122.6527324,11/2/2018,12:21,,7320,0990 BETRUE 2018 TRAINER,0.25,0:02:15,keypad,FALSE
10165974,Subscriber,,45.5019564,-122.6396623,11/2/2018,12:19,Tilikum West at SW Moody,45.5027677,-122.6714408,11/2/2018,13:05,,6601,0312 BIKETOWN,5.39,0:45:31,keypad_rfid_card,FALSE
10165990,Casual,,45.5000504,-122.6491645,11/2/2018,12:20,,45.5100817,-122.6547203,11/2/2018,12:26,,6326,0748 BIKETOWN,0.93,0:06:08,keypad_rfid_card,FALSE
10165992,Subscriber,,45.5360712,-122.6852715,11/2/2018,12:20,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,12:23,,7308,0984 LCK XC BETRUE TRAINER,0.49,0:03:00,mobile,FALSE
10166011,Casual,,45.5368849,-122.7008358,11/2/2018,12:21,NW 2nd at Everett,45.52536699,-122.6725459,11/2/2018,12:37,,6584,0791 BIKETOWN,2.01,0:15:48,mobile,FALSE
10166009,Subscriber,SW Park at Portland Art Museum,45.51592353,-122.6833123,11/2/2018,12:21,NW 10th at Everett,45.52500056,-122.6811048,11/2/2018,12:28,,19235,0091 BIKETOWN,0.67,0:06:20,keypad,FALSE
10166061,Casual,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,11/2/2018,12:26,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/2/2018,14:16,,6269,0595 BIKETOWN,9.13,1:49:22,keypad,FALSE
10166112,Casual,NW 10th at Everett,45.52500056,-122.6811048,11/2/2018,12:32,,45.5200186,-122.6792742,11/2/2018,12:38,,7309,0995 BETRUE 2018 TRAINER,0.46,0:06:33,mobile,FALSE
10166121,Casual,NE 15th at Broadway,45.53508224,-122.6505639,11/2/2018,12:32,,45.5143736,-122.6587098,11/2/2018,12:48,,6037,0482 BIKETOWN,2.07,0:16:29,keypad_rfid_card,FALSE
10166140,Casual,NE Multnomah at 9th,45.53140997,-122.6574612,11/2/2018,12:34,,45.5229308,-122.6586924,11/2/2018,12:44,,6819,0299 BIKETOWN,1.05,0:09:49,keypad,TRUE
10166143,Subscriber,,45.4857058,-122.6497823,11/2/2018,12:34,Urban Center Plaza at SW 6th St,45.51158277,-122.682281,11/2/2018,13:05,,6090,0138 BIKETOWN,3.93,0:30:17,keypad,FALSE
10166146,Casual,,45.5164903,-122.6640767,11/2/2018,12:35,,45.5150969,-122.6618269,11/2/2018,12:37,,7187,0155 BIKETOWN,0.11,0:02:17,keypad_rfid_card,FALSE
10166159,Casual,NW 10th at Everett,45.52500056,-122.6811048,11/2/2018,12:36,NW 10th at Everett,45.52500056,-122.6811048,11/2/2018,14:12,,6076,0273 BIKETOWN,8.63,1:36:47,keypad,FALSE
10166189,Subscriber,NW 2nd at Everett,45.52536699,-122.6725459,11/2/2018,12:38,N Williams at Fremont,45.5475928,-122.6667604,11/2/2018,12:55,,6584,0791 BIKETOWN,2.1,0:17:02,keypad_rfid_card,FALSE
10166192,Subscriber,,45.5136471,-122.6546965,11/2/2018,12:39,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,11/2/2018,12:52,,6496,,2,0:13:13,keypad,FALSE
10166200,Casual,,45.5100817,-122.6547203,11/2/2018,12:40,,45.5093865,-122.6608269,11/2/2018,13:12,,6326,0748 BIKETOWN,0.25,0:32:38,keypad_rfid_card,FALSE
10166216,Subscriber,,45.5159966,-122.6756495,11/2/2018,12:41,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/2/2018,12:49,,7369,"0950 DESIGN BIKE, COLORFUL PORTLAND NW",1.43,0:08:27,keypad_rfid_card,FALSE
10166225,Casual,NE 10th at Halsey -- Community Corral,45.534006,-122.655568,11/2/2018,12:41,NW Couch at 2nd,45.52389222,-122.6721825,11/2/2018,12:58,,7129,0267 BIKETOWN,1.51,0:16:41,mobile,FALSE
10166245,Casual,,45.5315047,-122.6586386,11/2/2018,12:43,SW 5th at Oak,45.5211726,-122.6763654,11/2/2018,12:57,,6241,0599 BIKETOWN,1.66,0:14:03,keypad,FALSE
10166259,Subscriber,NW 18th at Northrup,45.53142501,-122.6895659,11/2/2018,12:44,NE Multnomah at 9th,45.53140997,-122.6574612,11/2/2018,13:01,,7332,1023 AIR SAFARI,2.07,0:17:02,keypad,TRUE
10166268,Subscriber,,45.5301343,-122.6803455,11/2/2018,12:44,,45.5301343,-122.6803455,11/2/2018,12:47,,6524,0366 BIKETOWN,0.01,0:02:37,mobile,FALSE
10166281,Subscriber,,45.519345,-122.6526298,11/2/2018,12:45,,45.523173,-122.6933136,11/2/2018,13:06,,6843,0759 BIKETOWN ,2.76,0:20:29,mobile,FALSE
10166336,Casual,,45.5229274,-122.657678,11/2/2018,12:46,,45.524367,-122.6617459,11/2/2018,12:49,,6116,0364 BIKETOWN,0.28,0:03:40,keypad,FALSE
10166295,Casual,,45.527934,-122.650547,11/2/2018,12:46,,45.5410416,-122.6707485,11/2/2018,13:00,,6616,0721 BIKETOWN,1.93,0:14:20,keypad,FALSE
10166326,Casual,SW 2nd at Pine,45.52142066,-122.6726291,11/2/2018,12:49,SW 5th at Main,45.51609691,-122.6790771,11/2/2018,12:58,,6080,0096 BIKETOWN,0.71,0:09:12,keypad_rfid_card,TRUE
10166345,Casual,,45.5200155,-122.6821151,11/2/2018,12:49,SW 3rd at Morrison,45.51803882,-122.6755822,11/2/2018,12:58,,6245,0233 BIKETOWN,0.69,0:08:21,mobile,FALSE
10166346,Subscriber,,45.5184237,-122.681868,11/2/2018,12:50,Urban Center Plaza at SW 6th St,45.51158277,-122.682281,11/2/2018,12:57,,6626,0547 BIKETOWN,0.57,0:07:48,mobile,FALSE
10166349,Casual,SW 2nd at Pine,45.52142066,-122.6726291,11/2/2018,12:50,SW 5th at Main,45.51609691,-122.6790771,11/2/2018,12:57,,7328,1000 AIR SAFARI,0.63,0:07:48,keypad_rfid_card,TRUE
10166353,Casual,SW Morrison at 18th,45.52196048,-122.6896772,11/2/2018,12:50,SW Yamhill at Director Park,45.51898132,-122.6812685,11/2/2018,12:59,,6823,0714 BIKETOWN,0.52,0:08:34,keypad,FALSE
10166360,Casual,SW Morrison at 18th,45.52196048,-122.6896772,11/2/2018,12:51,SW Yamhill at Director Park,45.51898132,-122.6812685,11/2/2018,12:58,,6311,0535 BIKETOWN,0.48,0:06:41,keypad_rfid_card,FALSE
10166462,Casual,SW 10th at Harvey Milk ,45.52175423,-122.6810794,11/2/2018,12:54,NE Couch at MLK,45.52358836,-122.6619177,11/2/2018,13:02,,6552,0849 BIKETOWN,1.05,0:07:38,keypad,FALSE
10166416,Casual,,45.5143736,-122.6587098,11/2/2018,12:55,,45.4975446,-122.616366,11/2/2018,13:28,,6037,0482 BIKETOWN,3.19,0:33:04,keypad_rfid_card,FALSE
10166439,Casual,SW 5th at Oak,45.5211726,-122.6763654,11/2/2018,12:56,NW 22nd at Lovejoy,45.52976024,-122.6966429,11/2/2018,13:09,,6215,0841 BIKETOWN,1.48,0:12:14,keypad_rfid_card,FALSE
10166443,Casual,,45.5300616,-122.6844243,11/2/2018,12:57,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,11/2/2018,13:16,,6031,0204 BIKETOWN,3.18,0:19:00,mobile,FALSE
10166449,Subscriber,NW Johnson at Jamison Square,45.5286366,-122.6820195,11/2/2018,12:57,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,13:38,,6853,0148 BIKETOWN,0.68,0:40:48,keypad,FALSE
10166454,Subscriber,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,12:57,NW 11th at The Fields,45.53232501,-122.6824299,11/2/2018,13:03,,6558,0906 BIKETOWN,0.71,0:05:27,mobile,FALSE
10166464,Casual,,45.4981732,-122.6540485,11/2/2018,12:58,,45.4730118,-122.6486611,11/2/2018,13:11,,6202,0891 BIKETOWN,1.78,0:12:57,mobile,FALSE
10166465,Subscriber,,45.5201302,-122.6711389,11/2/2018,12:59,NW Broadway at Everett,45.52507854,-122.6775563,11/2/2018,13:04,,6122,0040 BIKETOWN,0.6,0:05:46,keypad_rfid_card,TRUE
10166474,Subscriber,,45.5191991,-122.6762108,11/2/2018,12:59,Metro Campus - Community Corral,45.52771962,-122.6603526,11/2/2018,13:15,,6414,0363 BIKETOWN,1.58,0:15:59,keypad,FALSE
10166471,Casual,,45.4981732,-122.6540485,11/2/2018,12:59,,45.4730118,-122.6486611,11/2/2018,13:12,,7175,0333 BIKETOWN,1.78,0:12:48,mobile,FALSE
10166523,Casual,,45.5229324,-122.6592004,11/2/2018,13:03,,45.52288,-122.6434778,11/2/2018,13:17,,6354,0374 BIKETOWN,0.84,0:14:24,keypad,TRUE
10166527,Casual,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,13:03,NW 13th at Marshall,45.53080401,-122.6844227,11/2/2018,13:10,,6799,0236 BIKETOWN,0.73,0:06:30,mobile,FALSE
10166531,Casual,,45.5229324,-122.6592004,11/2/2018,13:04,,45.52288,-122.6434778,11/2/2018,13:17,,6092,0577 AIX BIKETOWN ,0.87,0:13:46,keypad,TRUE
10166530,Casual,,45.5230046,-122.6801058,11/2/2018,13:04,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,13:10,,7188,0024 BIKETOWN,0.55,0:05:57,keypad_rfid_card,FALSE
10166539,Casual,,45.522914,-122.6536202,11/2/2018,13:04,SW 5th at Oak,45.5211726,-122.6763654,11/2/2018,13:14,,6850,0457  BIKETOWN,1.24,0:10:33,keypad,FALSE
10166541,Casual,,45.5296463,-122.6525554,11/2/2018,13:04,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/2/2018,13:16,,7194,0356 BIKETOWN,1.62,0:11:50,keypad,FALSE
10166544,Subscriber,,45.5113551,-122.6839679,11/2/2018,13:04,SW 4th at College,45.50936198,-122.6812121,11/2/2018,13:07,,6602,0607 XC BIKETOWN,0.26,0:02:27,keypad,FALSE
10166555,Casual,NE Couch at MLK,45.52358836,-122.6619177,11/2/2018,13:05,,45.4939839,-122.6486037,11/2/2018,13:21,,6257,0636 BIKETOWN ,2.5,0:16:12,mobile,TRUE
10166560,Subscriber,NW Station at Irving,45.5282777,-122.6766282,11/2/2018,13:06,NW Couch at 2nd,45.52389222,-122.6721825,11/2/2018,14:29,,6613,0806 BIKETOWN,1.19,1:23:20,keypad_rfid_card,FALSE
10166571,Subscriber,,45.5152098,-122.6783895,11/2/2018,13:07,,45.5124107,-122.6765074,11/2/2018,13:10,,6477,0883 BIKETOWN,0.38,0:03:05,keypad,FALSE
10166641,Subscriber,,45.5122384,-122.6788391,11/2/2018,13:12,,45.5155936,-122.6770042,11/2/2018,13:16,,6360,0844 BIKETOWN,0.97,0:04:08,keypad_rfid_card,FALSE
10166644,Subscriber,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,13:12,,45.5360712,-122.6852715,11/2/2018,13:27,,6198,0739 BIKETOWN,0.85,0:15:10,mobile,FALSE
10166642,Subscriber,SW 10th at Harvey Milk ,45.52175423,-122.6810794,11/2/2018,13:12,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,11/2/2018,13:20,,6499,0031 BIKETOWN,0.86,0:07:40,keypad,FALSE
10166651,Casual,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,13:13,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,13:16,,7308,0984 LCK XC BETRUE TRAINER,0.11,0:03:31,keypad_rfid_card,FALSE
10166683,Casual,SW Harvey Milk at Burnside,45.522793,-122.684012,11/2/2018,13:16,NW 13th at Marshall,45.53080401,-122.6844227,11/2/2018,13:20,,7257,0792 BIKETOWN,0.57,0:04:35,keypad,FALSE
10166684,Subscriber,SE Hawthorne at 20th,45.51222277,-122.6454261,11/2/2018,13:16,,45.5351332,-122.6203254,11/2/2018,13:58,,7101,0496 BIKETOWN ,2.6,0:41:39,keypad,FALSE
10166714,Casual,NW 19th at Johnson,45.52862062,-122.6905073,11/2/2018,13:18,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,13:24,,7263,0001 BIKETOWN,0.59,0:05:49,mobile,FALSE
10166718,Subscriber,NW Pettygrove at 15th,45.53290424,-122.68626,11/2/2018,13:19,NW Raleigh at 21st,45.53409115,-122.6949424,11/2/2018,13:24,,6586,0182 BIKETOWN,0.51,0:04:51,keypad,FALSE
10166725,Casual,SE Alder at 6th,45.5178988,-122.6600522,11/2/2018,13:19,NE 15th at Broadway,45.53508224,-122.6505639,11/2/2018,13:32,,6554,0787 BIKETOWN,1.44,0:12:41,keypad_rfid_card,FALSE
10166726,Subscriber,,45.5152098,-122.6783895,11/2/2018,13:19,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,11/2/2018,13:30,,7498,0181 BIKETOWN ,1.49,0:11:08,keypad_rfid_card,FALSE
10166734,Subscriber,SE Alder at 6th,45.5178988,-122.6600522,11/2/2018,13:20,,45.5058031,-122.6547489,11/2/2018,13:31,,6432,0660 BIKETOWN,1.03,0:10:45,keypad,FALSE
10166747,Casual,SE Clay at Water,45.51147657,-122.6662856,11/2/2018,13:21,SW 5th at Morrison,45.51889487,-122.6774061,11/2/2018,14:19,,6606,0836 BIKETOWN,3.51,0:58:26,keypad,FALSE
10166745,Casual,,45.5250657,-122.684239,11/2/2018,13:21,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/2/2018,13:26,,7362,"0952 DESIGN BIKE,  EXPLORIN' SE",0.52,0:04:52,mobile,FALSE
10166764,Subscriber,Urban Center Plaza at SW 6th St,45.51158277,-122.682281,11/2/2018,13:22,SW 5th at Morrison,45.51889487,-122.6774061,11/2/2018,13:37,,6626,0547 BIKETOWN,0.64,0:14:05,keypad,FALSE
10166783,Subscriber,NE Couch at MLK,45.52358836,-122.6619177,11/2/2018,13:24,SW 3rd at Ankeny,45.52247868,-122.6732969,11/2/2018,13:29,,6552,0849 BIKETOWN,0.66,0:04:28,mobile,FALSE
