bikeid,fdpre,fname,ftype,length_m,facility2008,facility2009,facility2010,facility2011,facility2012,facility2013
126386,SE,ELLIS,ST,201.143627198229,,,,,,
191909,SE,133RD,AVE,127.18035800323,,,,,,
181383,SE,HAROLD,ST,40.1363018201836,,,,,,
141424,SE,HAROLD,ST,29.3483094500314,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
181367,SW,CHELTENHAM,ST,8.54764830634533,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
129950,SE,103RD,AVE,41.5505452874209,,,,,,
195024,SW,23RD,AVE,46.2083829424077,,,,,,
184718,SE,HAROLD,ST,33.9195782418151,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
184717,SE,HAROLD,ST,21.6757100948047,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
198185,SE,128TH,AVE,86.3946655225554,,,,,,
126619,SW,47TH,AVE,83.5685341676488,,,,,,
191881,SE,HAROLD,ST,205.552515005924,,,,,,
126613,SE,51ST,AVE,78.3344528945471,,,,,,
126384,SE,ELLIS,ST,80.2495350644869,,,,,,
195333,SE,GRAND,AVE,20.2754863783116,,,,,,
130122,SE,101ST,AVE,79.2845499604363,,,,,,
126927,SE,82ND AVE-83RD AVE,ALY,221.04539961848,,,,,,
126404,SE,FOSTER,RD,44.261756283139,,,,,,
126606,SE,50TH,AVE,78.3480309327127,,,,,,
127965,SE,67TH,AVE,69.689014823052,,,,,,
126388,SE,HAROLD,ST,454.702671220669,,,,,,
126371,SE,HAROLD,ST,84.2150994860263,,,,,,
130319,SE,TACOMA,ST,79.2480679897904,,,,,,
129331,SE,44TH,AVE,28.3506699800137,,,,,,
130370,SW,46TH,AVE,138.406284366187,,,,,,
126612,SW,50TH,AVE,84.8343592895034,,,,,,
123202,SW,HAMILTON,TER,86.1601740346233,,,,,,
142780,SW,55TH,AVE,81.3865214345717,,,,,,
195443,SW,IOWA,ST,100.357281486754,,,,,,
126592,SE,48TH,AVE,78.5150034980274,,,,,,
126358,SE,ELLIS,ST,79.2487471856767,,,,,,
126586,SE,46TH,AVE,78.6325614143336,,,,,,
130526,SW,TAYLORS FERRY,RD,46.7655011705051,,,,,,
195475,,,,119.676637056693,,,,,,
130626,SE,13TH,AVE,79.2473578025024,,,,,,
126997,SW,37TH,AVE,258.754226014603,,,,,,
195025,SW,DEWITT,ST,108.653830447882,,,,,,
121956,SE,8TH,AVE,104.801343583084,,,,,,
126572,SE,44TH,AVE,78.7859157977081,,,,,,
126346,SE,ELLIS,ST,79.249591565941,,,,,,
126621,SW,36TH,AVE,101.228737152411,,,,,,
126560,SE,43RD,AVE,78.8636585597154,,,,,,
183248,SW,18TH,DR,61.0043930665911,,,,,,
195022,SW,21ST,AVE,44.5849770168817,,,,,,
126302,SE,REEDWAY,ST,89.5659312603673,,,,,,
150445,SW,PENDLETON,ST,16.1858345663301,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
126416,SW,BERTHA,BLVD,116.36346004704,,,,,,
150138,SW,RIVERIDGE,LN,102.445083675359,,,,,,
130151,SE,105TH,AVE,97.538370500192,,,,,,
141051,SW,BOND,AVE,157.107436705567,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
150479,SW,PENDLETON,ST,67.5445170307836,,,,,,
195297,SE,BOTSFORD,DR,112.902311113083,,,,,,
126651,SW,MACADAM,AVE,142.013683028247,,,,,,
150136,SW,PENDLETON,ST,22.1430495680068,,,,,,
126646,SW,VIRGINIA,AVE,141.108879563816,,,,,,
131753,SW,COMUS,ST,46.4919519749488,,,,,,
124193,SW,39TH,DR,33.5453815360612,,,,,,
126749,SE,20TH,AVE,182.327635417708,,,,,,
126300,SW,PENDLETON,ST,35.1580970542906,,,,,,
126520,SE,CESAR E CHAVEZ,BLVD,79.1798894964219,,,,,,
126755,SE,21ST,AVE,183.479312220272,,,,,,
126934,SE,54TH,AVE,48.8448216066774,,,,,,
126275,SE,REEDWAY,ST,76.5009619402809,,,,,,
197107,NW,JUSTUS,LN,19.8757218361915,,,,,,
116608,SE,69TH,AVE,64.9306275746517,,,,,,
122324,SW,MARTINS,LN,316.846992998997,,,,,,
127596,SE,CARLTON,ST,79.2482180409922,,,,,,
112434,NE,136TH,PL,62.0126684210641,,,,,,
126835,SW,41ST,AVE,268.085774304096,,,,,,
141454,SW,HOOD,AVE,142.522082194216,,,,,,
127174,SE,WOODSTOCK,BLVD,79.2497735726269,,,,,,
197881,,,,54.0181938110776,,,,,,
126432,SE,114TH,PL,63.0111244763023,,,,,,
126272,SE,REEDWAY,ST,81.2458313054235,,,,,,
127416,SW,IDAHO,ST,21.5359099074457,,,,,,
131583,SW,HUBER,ST,48.4723874233938,,,,,,
127306,SW,VERMONT,ST,209.510780992194,,,,,,
142456,SW,40TH,AVE,38.2463235717247,,,,,,
127515,SE,104TH,AVE,76.1895477622221,,,,,,
141452,SW,KELLY,AVE,143.781498823977,,,,,,
126315,SW,IOWA,ST,281.796100472348,,,,,,
128050,SE,36TH,AVE,52.4572026542407,,,,,,
126449,SE,MILWAUKIE,AVE,91.2482075653162,,,,,,
126254,SE,REEDWAY,ST,96.7548215697317,,,,,,
196974,,,,22.0431125620735,,,,,,
128754,SE,COOPER,ST,76.2066813943937,,,,,,
192564,NE,ROSELAWN,ST,76.5441172143275,,,,,,
130310,SE,LEXINGTON,ST,83.9215303324669,,,,,,
130045,SE,60TH,AVE,77.6996350467132,,,,,,
126441,SE,15TH,AVE,91.5550433770748,,,,,,
160524,N,ISLAND COVE,LN,104.414404705368,,,,,,
198154,SE,136TH,AVE,62.2344383042876,,,,,,
141198,SW,HAMILTON,CT,60.7324741106839,,,,,,
182428,,,,43.4618546691269,,,,,,
131093,SW,51ST,AVE,155.448211557837,,,,,,
190442,SW,30TH,AVE,68.8325913982605,,,,,,
126478,SE,101ST,AVE,87.4782689085966,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
182601,,,,105.044883085437,,,,,,
126296,SE,INSLEY,ST,199.286005119247,,,,,,
131098,SW,ORCHID,ST,79.248003203848,,,,,,
131102,SW,49TH,AVE,156.291575187133,,,,,,
194409,SW,PENDLETON,ST,45.7312203851384,,,,,,
181365,SW,CHELTENHAM,ST,65.8478116477321,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
130809,SE,HARNEY,ST,68.671120203275,,,,,,
126457,SE,100TH,AVE,86.5098826291094,,,,,,
131237,SE,17TH,AVE,79.248365708523,,,,,,
182851,NE,FLANDERS,ST,82.5262720643773,,,,,,
131358,SW,ALICE,ST,76.1998561042668,,,,,,
131247,SW,TAYLORS FERRY,RD,258.942299068473,,,,,,
126329,SE,FOSTER,RD,59.628095160764,,,,,,
195019,SW,PENDLETON,ST,119.11969471189,,,,,,
131846,SW,PALATINE,ST,154.629485187242,,,,,,
118698,SE,HARRISON,ST,120.368605248185,,,,,,
160382,,HOLLYWOOD TC,,88.7512973853972,,,,,,
126396,SE,80TH,AVE,77.8142008011411,,,,,,
126268,SE,HAROLD,ST,149.913353841613,,,,,,
118819,SW,ROBINS CREST,DR,46.2474402320709,,,,,,
182870,,,,125.973354307916,,,,,,
711887,,,,148.421561729283,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
126332,SW,KARLA,CT,86.3550749643238,,,,,,
126255,SE,HAROLD,ST,63.46272982001,,,,,,
126565,SW,SUNSET,BLVD,144.382465611357,,,,,,
126385,SE,77TH,AVE,78.1336635776208,,,,,,
126250,SE,HAROLD,ST,136.025246592783,,,,,,
150437,SW,INVERNESS,CT,122.203828982397,,,,,,
129540,SE,113TH,AVE,73.4655000003934,,,,,,
126378,SE,74TH,AVE,77.3369909154205,,,,,,
140286,SW,6TH,AVE,145.947723598843,,,,,,
198564,N,CECELIA,ST,85.1421002612588,,,,,,
121877,SW,HIMES,ST,65.5467418933341,,,,,,
195836,N,ZIEGLER,AVE,62.0650905835248,,,,,,
133277,N,MINNESOTA,AVE,79.229294886557,,,,,,
126266,SW,PENDLETON,ST,37.1199602394141,,,,,,
126377,SE,73RD,AVE,77.6661686459918,,,,,,
182731,SE,STEELE,ST,213.285689629434,,,,,,
196339,,,,126.004580700099,,,,,,
126232,SE,HAROLD,ST,100.469091188151,,,,,,
191763,SE,140TH,AVE,120.59628687413,,,,,,
151947,SW,NAITO PKWY-ROSS ISLAND BRG,RAMP,12.5287238170197,,,,,,
140579,SW,BROADWAY,DR,65.8580304519021,,,,,,
126940,SW,DAKOTA,ST,44.1928035779056,,,,,,
132089,SW,DICKINSON,LN,159.65621811277,,,,,,
196600,,,,94.9277647899183,,,,,,
124192,SE,131ST,AVE,34.1069453657817,,,,,,
195550,SW,VIRGINIA,PL,23.1570622336874,,,,,,
198536,N,MCCOY,CT,82.8845884416348,,,,,,
150011,SW,PORTLAND COMMUNITY COLLEGE,RD,491.281990749631,,,,,,
196771,N,RIVER,ST,154.659030726496,,,,,,
131507,SW,BOONES FERRY,RD,150.610982195478,,,,,,
122133,SW,BEAVERTON,AVE,98.6141881957394,,,,,,
191269,SE,STEELE,ST,77.6337883037529,,,,,,
121851,SE,POWELL,BLVD,34.6400156136029,,,,,,
121834,SE,LAFAYETTE,ST,79.7411572130941,,,,,,
126229,SE,HAROLD,ST,43.2242373778595,,,,,,
195423,SW,QUAIL POST,RD,41.1135924243762,,,,,,
717131,,,,18.860812185675,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU,PTH-REMU
183112,SW,CARDINELL,DR,242.980139814098,,,,,,
126437,SW,25TH,AVE,102.316230723308,,,,,,
901126366,SE,50TH,AVE,72.1732592109299,,,,,,
191761,SE,139TH,AVE,119.552820609707,,,,,,
182961,,,,142.377196807796,,,,,,
191228,SE,STEELE,ST,93.7653985424934,,,,,,
105008,NE,82ND AVE FRONTAGE,RD,128.0254233453,,,,,,
902129899,SE,87TH,AVE,69.4525956288778,,,,,,
190099,SW,TERWILLIGER,BLVD,22.1771901611056,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
129998,SE,LEXINGTON,ST,137.99561286177,,,,,,
183202,SE,STEPHENS,ST,61.1556987675325,,,,,,
196861,,,,58.7929450429116,,,,,,
183340,SE,60TH,AVE,63.3863161330381,,,,,,
183380,,,,74.6570132730139,,,,,,
141403,SW,RALSTON,DR,87.1111375639827,,,,,,
126219,SE,HAROLD,ST,79.11944738846,,,,,,
191907,NE,BROADWAY,CT,71.3536435765587,,,,,,
151012,SW,ADRIAN,CT,79.4883834850704,,,,,,
126568,SE,69TH,AVE,137.539944495449,,,,,,
133937,NE,91ST,AVE,31.3175335442346,,,,,,
121864,SE,POWELL,BLVD,147.578603549629,,,,,,
126361,SE,129TH,AVE,80.5316204420952,,,,,,
191922,SE,BELMORE,ST,42.3955197998083,,,,,,
116443,SE,YAMHILL,ST,98.0954805295347,,,,,,
127215,SW,IDAHO,DR,49.4309175546915,,,,,,
126270,SW,CHELTENHAM,ST,41.6350975827723,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
126217,SE,HAROLD,ST,30.062291556205,,,,,,
126562,SE,68TH AVE-69TH AVE,ALY,138.115669143435,,,,,,
126357,SE,48TH,AVE,72.097590038565,,,,,,
131540,SW,6TH,AVE,58.0669496356276,,,,,,
126555,SE,67TH,AVE,137.602359648652,,,,,,
126257,SW,PENDLETON,ST,264.637988414329,,,,,,
190911,NE,SIMPSON,ST,259.409914214832,,,,,,
126234,SE,INSLEY,ST,81.4489821314522,,,,,,
126414,SE,118TH,AVE,103.297744891094,,,,,,
190855,SE,MITCHELL,ST,90.1984430276816,,,,,,
197820,SW,CORBETT,LN,94.5891121266295,,,,,,
142309,SW,MARIGOLD,ST,154.198979980388,,,,,,
126545,SE,66TH AVE-67TH AVE,ALY,137.913281112229,,,,,,
126201,SE,INSLEY,ST,94.503962570118,,,,,,
141406,SE,INSLEY,ST,111.309981514024,,,,,,
126526,SE,65TH,AVE,137.00661862925,,,,,,
150917,SW,COLLINS,CIR,28.6536353520479,,,,,,
126354,SE,47TH,AVE,79.7422410861329,,,,,,
126186,SE,HAROLD,ST,49.7040356266234,,,,,,
126513,SE,63RD,AVE,136.754282284667,,,,,,
126185,SE,HAROLD,ST,50.890367567445,,,,,,
122061,SE,42ND,AVE,65.9781490452276,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
171604,SE,TENINO,ST,82.9911249511972,,,,,,
126348,SE,46TH,AVE,77.9867053610007,,,,,,
183445,,,,193.997116030874,,,,,,
142025,SW,EVANS,ST,74.9120663180028,,,,,,
126504,SE,62ND AVE-63RD AVE,ALY,136.607300658996,,,,,,
126179,SE,HAROLD,ST,50.2991147558916,,,,,,
901126182,SE,47TH,AVE,3.74064494459568,,,,,,
126345,SE,45TH,AVE,77.7699883528818,,,,,,
126494,SE,62ND,AVE,136.400952550662,,,,,,
181196,SW,18TH,AVE,74.0375096876101,,,,,,
126343,SE,44TH,AVE,76.3068091479406,,,,,,
126175,SE,HAROLD,ST,78.7523943672292,,,,,,
126486,SE,61ST AVE-62ND AVE,ALY,136.409478392613,,,,,,
190856,SE,MITCHELL,ST,33.5389467148243,,,,,,
126529,SE,87TH,CT,144.547529802763,,,,,,
126524,SE,87TH,AVE,144.700326334028,,,,,BKE-BLVD,BKE-BLVD
126163,SE,INSLEY,ST,43.7632498098962,,,,,,
195425,SW,QUAIL POST,RD,44.7449167999026,,,,,,
126476,SE,60TH AVE-61ST AVE,ALY,136.356304077962,,,,,,
141045,SW,GAINES,ST,79.2485966396281,,,,,,
126161,SE,INSLEY,ST,45.3323188921327,,,,,,
126159,SE,HAROLD,ST,50.3089928389982,,,,,,
122067,SE,170TH,AVE,74.8529330789512,,,,,,
121927,SE,KELLY,ST,96.4976426559628,,,,,,
195429,SW,QUAIL POST,RD,46.3194993011771,,,,,,
130230,SE,TENINO,DR,89.1643499925549,,,,,,
128877,SE,BYBEE,BLVD,114.529951719202,,,,,,
126474,SE,60TH,AVE,136.330842039669,,,,,,
198153,SE,136TH,AVE,52.2964346940001,,,,,,
126330,SE,42ND,AVE,75.3633031480014,,,,,,
194499,SE,INSLEY,ST,28.7846186818955,,,,,,
194486,SE,INSLEY,ST,10.7267939227087,,,,,,
126339,SE,43RD,AVE,78.790251578602,,,,,,
126509,SE,85TH AVE-86TH AVE,ALY,145.804601264042,,,,,,
126147,SE,INSLEY,ST,38.5178384429037,,,,,,
126469,SE,58TH AVE-60TH AVE,ALY,136.306564614927,,,,,,
126146,SE,HAROLD,ST,50.1050180584462,,,,,,
183703,SW,ORCHARD,LN,41.2243890019536,,,,,,
184547,,,,98.277161028955,,,,,,
195990,,,,199.991404198729,,,,,,
126500,SE,84TH AVE-85TH AVE,ALY,144.208804019661,,,,,,
194083,,,,53.7113599060399,,,,,,
126497,SE,84TH,AVE,143.627503938748,,,,,,
126138,SE,INSLEY,ST,40.4170054275358,,,,,,
126141,SE,INSLEY,ST,38.2491711231698,,,,,,
126151,SE,HAROLD,ST,55.6332701005728,,,,,,
142416,SW,PLUM,CT,128.2286680976,,,,,,
184126,SE,RAYMOND,ST,54.4145508619598,,,,,,
183974,,,,18.238898369099,,,,,,
141043,SW,GAINES,ST,79.2479287568653,,,,,,
129197,SE,16TH,AVE,79.4718395784481,,,,,,
126462,SE,58TH,AVE,136.286140266739,,,,,,
126455,SE,57TH AVE-58TH AVE,ALY,136.273601905762,,,,,,
126136,SE,HAROLD,ST,50.3276845033706,,,,,,
128963,SE,31ST,AVE,151.84476054933,,,,,,
128349,SW,14TH,AVE,312.279698526705,,,,,,
195700,,,,153.452911335841,,,,,,
126135,SE,INSLEY,ST,76.8382729512934,,,,,,
128737,SE,COOPER,ST,118.130601371618,,,,,,
126451,SE,57TH,AVE,136.253219271911,,,,,,
126288,SE,MCLOUGHLIN,BLVD,82.8113164890625,,,,,,
126126,SE,HAROLD,ST,50.0778920936721,,,,,,
126328,SE,82ND,AVE,81.5058518269098,,,,,,
126129,SE,INSLEY,ST,84.3035211283239,,,,,,
194788,SW,20TH,AVE,58.5364433750989,,,,,,
126435,SE,56TH,AVE,136.175574947636,,,,,,
127792,SW,62ND,PL,206.774837305247,,,,,,
126433,SE,54TH AVE-56TH AVE,ALY,136.233078992481,,,,,,
126319,SE,40TH,AVE,79.2897302896084,,,,,,
126423,SE,54TH,AVE,136.240265130615,,,,,,
126065,SE,ELLIS,ST,152.336511768457,,,,,,
128538,SW,NEVADA,CT,77.7349672546712,,,,,,
191925,SE,151ST,AVE,34.8509604262169,,,,,,
119426,SE,42ND,AVE,44.4121256428971,,,,,,
126109,SE,HAROLD,ST,53.3910091455098,,,,,,
150855,SW,RIDGE,DR,198.865070703193,,,,,,
126218,SE,52ND,AVE,37.3973591116248,,,,,,
126102,SE,HAROLD,ST,60.0965774649776,,,,,,
126241,SE,15TH,AVE,68.8688592246424,,,,,,
181074,,,,257.40026826794,,,,,,
181075,,,,375.657910961073,,,,,,
902150951,SW,49TH,AVE,193.901518264623,,,,,,
125481,SW,WESTWOOD,VW,240.889805176308,,,,,,
126309,SE,38TH,AVE,79.2988868540896,,,,,,
126107,SE,HAROLD,ST,75.315120748307,,,,,,
131461,SW,TAYLORS FERRY,RD,69.3759058050929,,,,,,
126060,SE,ELLIS,ST,159.096788340548,,,,,,
129162,SW,VIRGINIA,AVE,75.6542314059189,,,,,,
126258,SE,18TH,AVE,76.4574609315404,,,,,,
151175,SW,33RD,PL,136.304141282946,,,,,,
151173,SW,BERTHA,BLVD,175.367167023437,,,,,,
126048,SE,ELLIS,ST,72.0771057655803,,,,,,
126101,SW,KANAN,ST,143.442994455821,,,,,,
129986,SW,35TH,AVE,62.5616255809111,,,,,,
122054,SE,29TH,AVE,74.996541046064,,,,,,
126036,SE,ELLIS,ST,98.6390253637313,,,,,,
126968,SE,49TH,AVE,78.3881553517575,,,,,,
126085,SE,STEELE,ST,99.5480656267626,,,,,,
126156,SE,132ND,AVE,28.8202890401449,,,,,,
126056,SE,ELLIS,ST,86.1961226196564,,,,,,
126284,SE,101ST,AVE,76.9978877535682,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
126089,SE,STEELE,ST,198.887824682029,,,,,,
126267,SE,FOSTER,RD,138.457854847777,,,,,,
126213,SE,129TH,AVE,48.2071220221049,,,,,,
121867,SE,POWELL,BLVD,83.7015644098896,,,,,,
197503,N,ROSA PARKS,WAY,16.6639097013207,,,,,,
196992,SE,136TH,AVE,28.3315573297128,,,,,,
126092,SW,KANAN,ST,53.0190590447618,,,,,,
184402,SE,PLATT,AVE,22.6509120647882,,,,,,
121890,SW,CHEHALEM,AVE,87.4299383185139,,,,,,
150271,SW,STEPHENSON,ST,48.1765571857753,,,,,,
131558,SW,62ND,AVE,79.2481784174513,,,,,,
130213,SE,17TH,AVE,82.4875323752068,,,,,,
184393,NE,32ND,WAY,58.9264356675398,,,,,,
104079,N,HODGE,AVE,44.6533706697022,,,,,,
129229,SE,REX,ST,156.166675964318,,,,,,
131754,SW,COMUS,ST,87.1299549364255,,,,,,
152035,SW,64TH,AVE,54.8426749903315,,,,,,
193237,,,,62.3072549390007,,,,,,
197100,NW,JACK,LN,67.8306710933081,,,,,,
191256,SE,137TH,AVE,31.4319839551117,,,,,,
141443,SE,91ST,AVE,187.646016092604,,,,,,
127434,SE,MCLOUGHLIN,BLVD,445.181813456902,,,,,,
125887,SE,77TH,AVE,37.3743087611261,,,,,,
129675,SW,31ST,AVE,253.332521323461,,,,,,
902193311,N,LEADBETTER,RD,803.665729525247,,,,,,
126410,SE,119TH,AVE,150.102207872137,,,,,,
126231,SW,25TH,AVE,57.1549995206479,,,,,,
141963,SW,KELLY,AVE,110.047027691703,,,,,,
126088,SW,KANAN,ST,134.14128066224,,,,,,
901160459,SE,28TH,AVE,119.002183312599,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
137783,NE,GLISAN,ST,98.2945892306617,,,,,,
128870,SE,BYBEE,BLVD,144.147091245245,,,,,,
126314,SW,41ST,AVE,100.587378496774,,,,,,
126240,SW,PENDLETON,ST,236.38225836835,,,,,,
192197,SE,87TH,CT,41.779853911897,,,,,,
126170,SE,62ND,AVE,44.7727243457614,,,,,,
126243,SE,77TH,AVE,76.3169213753396,,,,,,
150442,SW,RIVERPOINT,LN,119.27800140759,,,,,,
193122,SE,115TH,AVE,164.954584180401,,,,,,
126055,SW,PENDLETON,ST,280.489647220788,,,,,,
197765,SE,CIRCLE,AVE,349.202828880742,,,,,,
142437,SW,48TH,AVE,153.956047367161,,,,,,
190968,SW,RIVERIDGE,LN,117.976048069523,,,,,,
126145,SE,60TH,AVE,44.8844144626288,,,,,,
126672,SW,46TH,AVE,255.124605463256,,,,,,
126023,SW,PENDLETON,ST,83.2634191789202,,,,,,
126037,SW,KANAN,DR,55.2646789829403,,,,,,
126242,SW,SUNSET,BLVD,102.798713798218,,,,,,
137729,NW,1ST,AVE,74.9467771468384,,,,,,
126125,SE,57TH,AVE,44.9165089758254,,,,,,
126030,SE,INSLEY ST-HAROLD ST,ALY,201.096349161664,,,,,,
131345,SE,162ND,AVE,112.200283468331,,,,,,
126228,SE,72ND,AVE,76.600343559238,,,,,,
126027,SE,INSLEY,ST,201.199867502722,,,,,,
126047,SE,18TH,AVE,36.1199282409663,,,,,,
193139,SE,62ND,AVE,13.8291108276894,,,,,,
126006,SW,PENDLETON,ST,42.5601544683242,,,,,,
191273,SE,140TH,PL,80.4250727978466,,,,,,
191274,SE,MITCHELL,ST,53.9636897482693,,,,,,
126202,SE,105TH,AVE,68.0156400425181,,,,,,
126333,SW,BERTHA,BLVD,105.129929453104,,,,,,
195036,SW,30TH,AVE,26.9174923149208,,,,,,
126446,SW,BEAVERTON HILLSDALE,HWY,340.677224618333,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
126015,SE,INSLEY ST-HAROLD ST,ALY,201.096709711524,,,,,,
126215,SE,51ST,AVE,77.5722332015317,,,,,,
151841,SW,53RD,AVE,5.16187689054461,,,,,,
131130,SW,PRIMROSE,ST,104.794805905742,,,,,,
130939,SE,19TH,AVE,79.24796309962,,,,,,
129773,SE,57TH,AVE,77.6939277940694,,,,,,
126002,SE,STEELE,ST,92.6848774791243,,,,,,
190898,SE,STEELE,ST,80.6842293870026,,,,,,
126207,SE,68TH,AVE,75.3804680002736,,,,,,
102804,N,HUNT,ST,79.247989084193,,,,,,
126482,SE,61ST,AVE,136.383237103898,,,,,,
193126,SE,118TH,AVE,72.8236240066155,,,,,,
125997,SE,INSLEY,ST,79.498319750584,,,,,,
125999,SE,INSLEY ST-HAROLD ST,ALY,115.188869923827,,,,,,
126203,SE,67TH,AVE,75.8593852687579,,,,,,
194376,SE,100TH,AVE,33.2630078030771,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
184877,,,,40.1037035352012,,,,,,
191479,SE,121ST,AVE,101.578020497976,,,,,,
125983,SE,INSLEY,ST,99.605823130518,,,,,,
128483,SW,35TH,AVE,175.435819186694,,,,,,
122648,SE,65TH AVE-66TH AVE,ALY,197.354866686694,,,,,,
196991,SE,136TH,AVE,35.234072149491,,,,,,
125993,SE,STEELE,ST,106.710915283402,,,,,,
142229,SW,SPRING GARDEN ST-BARBUR BLVD,RAMP,52.0338908175658,,,,,,
151855,SW,HAINES,ST,93.6626828602825,,,,,,
126549,SW,55TH,DR,100.267789578032,,,,,,
126244,SE,HAROLD,ST,201.223889857854,,,,,,
141427,SE,97TH,AVE,190.233398658626,,,,,,
141397,SE,STEELE,ST,96.1254094630783,,,,,,
126226,SE,HAROLD,ST,38.8609209979834,,,,,,
126223,SW,CHELTENHAM,CT,109.195047266364,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
198180,SE,132ND,AVE,50.9625173257954,,,,,,
118651,SE,MILL,ST,296.809875995812,,,,,,
142276,SW,19TH,AVE,62.6908990887146,,,,,,
141396,SE,STEELE,ST,94.639401040233,,,,,,
121861,SE,KELLY,ST,410.645525923741,,,,,,
184930,SW,TAYLORS FERRY,RD,98.2401302008573,,,,,,
185113,SE,9TH,AVE,74.0484852660626,,,,,,
121991,SE,171ST,DR,57.378465026523,,,,,,
151232,SW,33RD,AVE,42.3783431629202,,,,,,
126084,SE,37TH,AVE,62.6247028626174,,,,,,
141392,SW,FLOWER,ST,75.405043356509,,,,,,
129936,SE,62ND,AVE,76.1788953897955,,,,,,
191277,SE,152ND,AVE,73.77351284032,,,,,,
130700,SE,141ST,AVE,323.783563276594,,,,,,
125952,SE,INSLEY,CT,34.730354447322,,,,,,
126299,SW,MACADAM,AVE,153.522621659238,,,,,,
142631,SW,CARAWAY,CT,58.9759134936091,,,,,,
117169,SW,57TH,AVE,248.344753165839,,,,,,
193138,SE,62ND,AVE,31.1137372927189,,,,,,
141413,SW,HOOD,AVE,148.272251732967,,,,,,
125944,SE,INSLEY,ST,199.766954953193,,,,,,
141411,SW,KELLY,AVE,148.247458117665,,,,,,
126473,SE,108TH,AVE,225.84704552023,,,,,,
126106,SE,CESAR E CHAVEZ,BLVD,78.2102426022061,,,,,,
142819,SW,64TH,AVE,99.5664683968581,,,,,,
130586,SW,ORCHID,DR,58.0880797433374,,,,,,
131029,SE,13TH,AVE,79.247674268612,,,,,,
129250,SE,OGDEN,ST,76.1807262236715,,,,,,
151396,SW,FAIRVALE,CT,75.4997370997626,,,,,,
125931,SE,MITCHELL,ST,100.460863639655,,,,,,
125937,SE,INSLEY,ST,74.8190034850644,,,,,,
139910,SW,COLLEGE,ST,91.8911463548604,,,,,,
126069,SE,MCLOUGHLIN,BLVD,96.171907629808,,,,,,
131071,SE,63RD,AVE,98.6275477348391,,,,,,
126014,SE,57TH,AVE,44.9408442956247,,,,,,
125927,SE,INSLEY,ST,201.09666480991,,,,,,
128779,SE,COOPER,ST,116.099979062982,,,,,,
197086,,,,29.2735013067496,,,,,,
142823,SW,SOUTHVIEW,ST,100.86499950656,,,,,,
128586,SE,78TH,AVE,150.434859918006,,,,,,
116429,SW,JEFFERSON,ST,83.0966685005439,,,,,,
185425,SE,99TH,AVE,207.833907457005,,,,,,
128086,SE,49TH,AVE,50.2396973505461,,,,,,
902160459,SE,28TH,AVE,63.7975696799029,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106118,N,DETROIT,AVE,204.218778918009,,,,,,
104449,NE,CARL,ST,110.468228672191,,,,,,
195467,SW,TERWILLIGER,BLVD,121.67222135243,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
191272,SE,140TH,PL,46.2651918882201,,,,,,
125963,SE,18TH,AVE,48.9676613248662,,,,,,
125863,SE,HAROLD,ST,160.175298466538,,,,,,
122084,SE,169TH,AVE,92.8443093462956,,,,,,
141393,SE,STEELE,ST,102.001311274454,,,,,,
902128874,SE,BYBEE,BLVD,74.2275462594007,,,,,,
127967,SE,HENRY,ST,79.2489147466818,,,,,,
141440,SE,ELLIS,ST,84.6737801403268,,,,,,
125920,SE,INSLEY,ST,201.096281804122,,,,,,
126174,SE,45TH,AVE,107.807256244652,,,,,,
125916,SE,INSLEY,ST,79.2506924706604,,,,,,
125840,SE,HAROLD,ST,71.1965334879718,,,,,,
192473,SE,OCHOCO,ST,18.8803320408724,,,,,,
195587,,,,67.0665729579502,,,,,,
191233,SE,140TH,AVE,127.653448858311,,,,,,
